sheet_code,originator,transect_ID,NCDOT_transect,sample_ID,sample_date,year,season,ghost_crabs,sm_mole_crabs,md_mole_crabs,lg_mole_crabs,coquina_clams,amphipods,worms
sep2014_T5_B2_CSI,USFWS,T05,,B2,2014/09/29 00:00:00,2014,autumn,0,2,0,0,0,0,0
sep2014_T5_B3_CSI,USFWS,T05,,B3,2014/09/29 00:00:00,2014,autumn,0,1,0,0,0,0,0
sep2014_T6_B1_CSI,USFWS,T06,,B1,2014/09/29 00:00:00,2014,autumn,0,3,0,0,0,0,0
sep2014_T6_B2_CSI,USFWS,T06,,B2,2014/09/29 00:00:00,2014,autumn,0,2,0,0,0,0,0
sep2014_T6_B3_CSI,USFWS,T06,,B3,2014/09/29 00:00:00,2014,autumn,1,1,0,0,1,0,0
sep2014_T7_B1_CSI,USFWS,T07,,B1,2014/09/29 00:00:00,2014,autumn,3,0,0,0,0,0,0
sep2014_T7_B2_CSI,USFWS,T07,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T7_B3_CSI,USFWS,T07,,B3,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T8_B1_CSI,USFWS,T08,,B1,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,1,0
sep2014_T8_B2_CSI,USFWS,T08,,B2,2014/09/29 00:00:00,2014,autumn,1,7,0,0,0,0,0
sep2014_T8_B3_CSI,USFWS,T08,,B3,2014/09/29 00:00:00,2014,autumn,0,1,0,0,0,1,0
sep2014_T9_B1_CSI,USFWS,T09,,B1,2014/09/29 00:00:00,2014,autumn,1,3,0,1,0,1,0
sep2014_T9_B2_CSI,USFWS,T09,,B2,2014/09/29 00:00:00,2014,autumn,0,6,0,0,0,1,0
sep2014_T9_B3_CSI,USFWS,T09,,B3,2014/09/29 00:00:00,2014,autumn,1,4,0,0,0,1,0
sep2014_T10_B1_CSI,USFWS,T10,,B1,2014/09/29 00:00:00,2014,autumn,2,0,0,0,0,0,0
sep2014_T10_B2_CSI,USFWS,T10,,B2,2014/09/29 00:00:00,2014,autumn,0,0,1,0,0,0,0
sep2014_T10_B3_CSI,USFWS,T10,,B3,2014/09/29 00:00:00,2014,autumn,0,2,0,0,0,0,0
sep2014_T11_B1_CSI,USFWS,T11,,B1,2014/09/29 00:00:00,2014,autumn,3,1,0,0,0,0,0
sep2014_T11_B2_CSI,USFWS,T11,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,1,0,0
sep2014_T11_B3_CSI,USFWS,T11,,B3,2014/09/29 00:00:00,2014,autumn,0,1,0,0,0,1,0
sep2014_T12_B1_CSI,USFWS,T12,,B1,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T12_B2_CSI,USFWS,T12,,B2,2014/09/29 00:00:00,2014,autumn,0,6,2,0,0,0,0
sep2014_T12_B3_CSI,USFWS,T12,,B3,2014/09/29 00:00:00,2014,autumn,0,1,5,0,0,1,0
sep2014_T13_B1_CSI,USFWS,T13,,B1,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T13_B2_CSI,USFWS,T13,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T13_B3_CSI,USFWS,T13,,B3,2014/09/29 00:00:00,2014,autumn,0,5,0,0,1,1,0
sep2014_T14_B1_CSI,USFWS,T14,,B1,2014/09/29 00:00:00,2014,autumn,0,3,0,0,0,2,0
sep2014_T14_B2_CSI,USFWS,T14,,B2,2014/09/29 00:00:00,2014,autumn,0,1,0,0,1,0,0
sep2014_T14_B3_CSI,USFWS,T14,,B3,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T15_B1_CSI,USFWS,T15,,B1,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,0,0
sep2014_T15_B2_CSI,USFWS,T15,,B2,2014/09/29 00:00:00,2014,autumn,1,0,0,0,0,0,0
sep2014_T15_B3_CSI,USFWS,T15,,B3,2014/09/29 00:00:00,2014,autumn,0,5,0,0,0,0,0
sep2014_T16_B1_CSI,USFWS,T16,,B1,2014/09/29 00:00:00,2014,autumn,1,1,0,0,0,0,0
sep2014_T16_B2_CSI,USFWS,T16,,B2,2014/09/29 00:00:00,2014,autumn,0,0,0,0,0,0,0
sep2014_T16_B3_CSI,USFWS,T16,,B3,2014/09/29 00:00:00,2014,autumn,0,5,1,0,1,0,0
jan2015_C11,NCDOT,C11,NT59,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_C09,NCDOT,C09,NT60,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_C07,NCDOT,C07,NT61,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_C05,NCDOT,C05,NT62,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_C03,NCDOT,C03,NT63,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_C01,NCDOT,C01,NT64,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_T03,NCDOT,T03,NT67,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_T05,NCDOT,T05,NT68,B1,2015/01/07 0:00:00,2015,winter,0,0,1,1,0,0,0
jan2015_T07,NCDOT,T07,NT69,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_T09,NCDOT,T09,NT70,B1,2015/01/07 0:00:00,2015,winter,0,1,0,0,0,0,0
jan2015_T11,NCDOT,T11,NT71,B1,2015/01/07 0:00:00,2015,winter,0,0,1,0,0,0,0
jan2015_T13,NCDOT,T13,NT72,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_T15,NCDOT,T15,NT73,B1,2015/01/07 0:00:00,2015,winter,0,0,0,0,0,0,0
jan2015_T16,NCDOT,T16,NT74,B1,2015/01/07 0:00:00,2015,winter,0,0,0,1,0,0,0
apr2015_C6_B2_CSI,USFWS,C06,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_C6_B3_CSI,USFWS,C06,,B3,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_C7_B1_CSI,USFWS,C07,,B1,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_C7_B2_CSI,USFWS,C07,,B2,2015/04/28 00:00:00,2015,spring,1,0,1,0,0,0,0
apr2015_C7_B3_CSI,USFWS,C07,,B3,2015/04/28 00:00:00,2015,spring,4,0,0,0,0,0,0
apr2015_C8_B1_CSI,USFWS,C08,,B1,2015/04/28 00:00:00,2015,spring,3,0,0,0,0,0,0
apr2015_C8_B2_CSI,USFWS,C08,,B2,2015/04/28 00:00:00,2015,spring,2,0,0,0,0,0,0
apr2015_C8_B3_CSI,USFWS,C08,,B3,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_C9_B1_CSI,USFWS,C09,,B1,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_C9_B2_CSI,USFWS,C09,,B2,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_C9_B3_CSI,USFWS,C09,,B3,2015/04/28 00:00:00,2015,spring,3,0,0,0,0,0,0
apr2015_C10_B1_CSI,USFWS,C10,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_C10_B2_CSI,USFWS,C10,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_C10_B3_CSI,USFWS,C10,,B3,2015/04/28 00:00:00,2015,spring,4,1,0,0,0,0,0
apr2015_C11_B1_CSI,USFWS,C11,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_C11_B2_CSI,USFWS,C11,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_C11_B3_CSI,USFWS,C11,,B3,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_T1_B1_CSI,USFWS,T01,,B1,2015/04/28 00:00:00,2015,spring,1,2,0,0,0,0,0
apr2015_T1_B2_CSI,USFWS,T01,,B2,2015/04/28 00:00:00,2015,spring,1,1,0,0,0,0,0
apr2015_T1_B3_CSI,USFWS,T01,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T2_B1_CSI,USFWS,T02,,B1,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,0,0
apr2015_T2_B2_CSI,USFWS,T02,,B2,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_T2_B3_CSI,USFWS,T02,,B3,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_T3_B1_CSI,USFWS,T03,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T3_B2_CSI,USFWS,T03,,B2,2015/04/28 00:00:00,2015,spring,2,0,0,0,0,0,0
apr2015_T3_B3_CSI,USFWS,T03,,B3,2015/04/28 00:00:00,2015,spring,3,0,0,0,0,0,0
apr2015_T4_B1_CSI,USFWS,T04,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T4_B2_CSI,USFWS,T04,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T4_B3_CSI,USFWS,T04,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T5_B1_CSI,USFWS,T05,,B1,2015/04/28 00:00:00,2015,spring,0,0,2,0,0,0,0
apr2015_T5_B2_CSI,USFWS,T05,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T5_B3_CSI,USFWS,T05,,B3,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,0,0
apr2015_T6_B1_CSI,USFWS,T06,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T6_B2_CSI,USFWS,T06,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T6_B3_CSI,USFWS,T06,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T7_B1_CSI,USFWS,T07,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T7_B2_CSI,USFWS,T07,,B2,2015/04/28 00:00:00,2015,spring,0,0,1,1,0,0,0
apr2015_T7_B3_CSI,USFWS,T07,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T8_B1_CSI,USFWS,T08,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T8_B2_CSI,USFWS,T08,,B2,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_T8_B3_CSI,USFWS,T08,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T9_B1_CSI,USFWS,T09,,B1,2015/04/28 00:00:00,2015,spring,1,0,1,3,0,0,0
apr2015_T9_B2_CSI,USFWS,T09,,B2,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,0,0
apr2015_T9_B3_CSI,USFWS,T09,,B3,2015/04/28 00:00:00,2015,spring,1,0,0,0,0,1,0
apr2015_T10_B1_CSI,USFWS,T10,,B1,2015/04/28 00:00:00,2015,spring,0,0,1,2,0,0,0
apr2015_T10_B2_CSI,USFWS,T10,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T10_B3_CSI,USFWS,T10,,B3,2015/04/28 00:00:00,2015,spring,0,1,0,0,0,0,0
apr2015_T11_B1_CSI,USFWS,T11,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T11_B2_CSI,USFWS,T11,,B2,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,0,0
apr2015_T11_B3_CSI,USFWS,T11,,B3,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,0,0
apr2015_T12_B1_CSI,USFWS,T12,,B1,2015/04/28 00:00:00,2015,spring,1,0,1,0,0,0,0
apr2015_T12_B2_CSI,USFWS,T12,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T12_B3_CSI,USFWS,T12,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T13_B1_CSI,USFWS,T13,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T13_B2_CSI,USFWS,T13,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T13_B3_CSI,USFWS,T13,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T14_B1_CSI,USFWS,T14,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T14_B2_CSI,USFWS,T14,,B2,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,0,0
apr2015_T14_B3_CSI,USFWS,T14,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T15_B1_CSI,USFWS,T15,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,1,0,0,0
apr2015_T15_B2_CSI,USFWS,T15,,B2,2015/04/28 00:00:00,2015,spring,0,0,1,0,0,1,0
apr2015_T15_B3_CSI,USFWS,T15,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T16_B1_CSI,USFWS,T16,,B1,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T16_B2_CSI,USFWS,T16,,B2,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
apr2015_T16_B3_CSI,USFWS,T16,,B3,2015/04/28 00:00:00,2015,spring,0,0,0,0,0,0,0
aug2015_C1_B1_CSI,USFWS,C01,,B1,2015/08/04 00:00:00,2015,summer,0,3,0,0,9,0,0
aug2015_C1_B2_CSI,USFWS,C01,,B2,2015/08/04 00:00:00,2015,summer,1,4,1,0,8,1,0
aug2015_C1_B3_CSI,USFWS,C01,,B3,2015/08/04 00:00:00,2015,summer,0,1,1,0,16,0,0
aug2015_C2_B1_CSI,USFWS,C02,,B1,2015/08/04 00:00:00,2015,summer,0,4,0,0,0,0,0
aug2015_C2_B2_CSI,USFWS,C02,,B2,2015/08/04 00:00:00,2015,summer,0,44,18,0,2,0,1
aug2015_C2_B3_CSI,USFWS,C02,,B3,2015/08/04 00:00:00,2015,summer,0,7,1,0,1,0,1
aug2015_C3_B1_CSI,USFWS,C03,,B1,2015/08/04 00:00:00,2015,summer,0,4,0,0,6,4,0
aug2015_C3_B2_CSI,USFWS,C03,,B2,2015/08/04 00:00:00,2015,summer,0,12,0,0,2,0,0
aug2015_C3_B3_CSI,USFWS,C03,,B3,2015/08/04 00:00:00,2015,summer,0,2,2,0,1,1,0
aug2015_C4_B1_CSI,USFWS,C04,,B1,2015/08/04 00:00:00,2015,summer,1,13,6,2,5,1,0
aug2015_C4_B2_CSI,USFWS,C04,,B2,2015/08/04 00:00:00,2015,summer,0,6,3,0,7,0,0
aug2015_C4_B3_CSI,USFWS,C04,,B3,2015/08/04 00:00:00,2015,summer,0,21,7,0,7,1,0
aug2015_C5_B1_CSI,USFWS,C05,,B1,2015/08/04 00:00:00,2015,summer,0,1,1,0,0,0,0
aug2015_C5_B2_CSI,USFWS,C05,,B2,2015/08/04 00:00:00,2015,summer,1,5,1,0,3,0,0
aug2015_C5_B3_CSI,USFWS,C05,,B3,2015/08/04 00:00:00,2015,summer,1,3,1,2,1,0,0
aug2015_C6_B1_CSI,USFWS,C06,,B1,2015/08/04 00:00:00,2015,summer,0,26,7,1,3,5,0
aug2015_C6_B2_CSI,USFWS,C06,,B2,2015/08/04 00:00:00,2015,summer,0,13,12,1,4,2,0
aug2015_C6_B3_CSI,USFWS,C06,,B3,2015/08/04 00:00:00,2015,summer,2,9,11,1,0,1,1
aug2015_C7_B1_CSI,USFWS,C07,,B1,2015/08/04 00:00:00,2015,summer,0,3,0,0,3,5,0
aug2015_C7_B2_CSI,USFWS,C07,,B2,2015/08/04 00:00:00,2015,summer,2,18,2,3,0,0,0
aug2015_C7_B3_CSI,USFWS,C07,,B3,2015/08/04 00:00:00,2015,summer,0,3,0,0,4,2,0
aug2015_C8_B1_CSI,USFWS,C08,,B1,2015/08/04 00:00:00,2015,summer,1,33,17,3,2,1,0
aug2015_C8_B2_CSI,USFWS,C08,,B2,2015/08/04 00:00:00,2015,summer,0,10,0,0,5,1,0
aug2015_C8_B3_CSI,USFWS,C08,,B3,2015/08/04 00:00:00,2015,summer,0,11,0,1,1,2,0
aug2015_C9_B1_CSI,USFWS,C09,,B1,2015/08/04 00:00:00,2015,summer,1,7,0,0,8,0,0
aug2015_C9_B2_CSI,USFWS,C09,,B2,2015/08/04 00:00:00,2015,summer,2,11,0,0,2,1,0
aug2015_C9_B3_CSI,USFWS,C09,,B3,2015/08/04 00:00:00,2015,summer,0,17,3,0,5,0,0
aug2015_C10_B1_CSI,USFWS,C10,,B1,2015/08/04 00:00:00,2015,summer,3,8,1,0,0,0,0
aug2015_C10_B2_CSI,USFWS,C10,,B2,2015/08/04 00:00:00,2015,summer,1,1,1,0,9,0,0
aug2015_C10_B3_CSI,USFWS,C10,,B3,2015/08/04 00:00:00,2015,summer,0,0,0,0,0,0,0
aug2015_C11_B1_CSI,USFWS,C11,,B1,2015/08/04 00:00:00,2015,summer,1,3,0,0,2,0,0
aug2015_C11_B2_CSI,USFWS,C11,,B2,2015/08/04 00:00:00,2015,summer,1,0,0,0,0,0,0
aug2015_C11_B3_CSI,USFWS,C11,,B3,2015/08/04 00:00:00,2015,summer,1,25,0,2,5,1,0
aug2015_T1_B1_CSI,USFWS,T01,,B1,2015/08/04 00:00:00,2015,summer,0,1,0,0,0,2,0
aug2015_T1_B2_CSI,USFWS,T01,,B2,2015/08/04 00:00:00,2015,summer,0,13,0,0,3,0,0
aug2015_T1_B3_CSI,USFWS,T01,,B3,2015/08/04 00:00:00,2015,summer,0,7,8,0,12,0,1
aug2015_T2_B1_CSI,USFWS,T02,,B1,2015/08/04 00:00:00,2015,summer,0,6,2,0,0,1,0
aug2015_T2_B2_CSI,USFWS,T02,,B2,2015/08/04 00:00:00,2015,summer,0,23,3,0,8,0,0
aug2015_T2_B3_CSI,USFWS,T02,,B3,2015/08/04 00:00:00,2015,summer,0,21,6,0,2,0,0
aug2015_T3_B1_CSI,USFWS,T03,,B1,2015/08/04 00:00:00,2015,summer,2,14,0,0,0,0,0
aug2015_T3_B2_CSI,USFWS,T03,,B2,2015/08/04 00:00:00,2015,summer,0,27,0,0,2,1,0
aug2015_T3_B3_CSI,USFWS,T03,,B3,2015/08/04 00:00:00,2015,summer,1,29,17,0,5,0,0
aug2015_T4_B1_CSI,USFWS,T04,,B1,2015/08/04 00:00:00,2015,summer,0,21,9,0,0,1,0
aug2015_T4_B2_CSI,USFWS,T04,,B2,2015/08/04 00:00:00,2015,summer,0,8,6,2,2,0,0
aug2015_T4_B3_CSI,USFWS,T04,,B3,2015/08/04 00:00:00,2015,summer,0,8,4,4,0,0,0
aug2015_T5_B1_CSI,USFWS,T05,,B1,2015/08/04 00:00:00,2015,summer,0,5,0,1,0,0,0
aug2015_T5_B2_CSI,USFWS,T05,,B2,2015/08/04 00:00:00,2015,summer,1,2,0,0,0,0,0
aug2015_T5_B3_CSI,USFWS,T05,,B3,2015/08/04 00:00:00,2015,summer,0,0,4,0,2,0,0
aug2015_T6_B1_CSI,USFWS,T06,,B1,2015/08/04 00:00:00,2015,summer,0,20,0,0,0,0,0
aug2015_T6_B2_CSI,USFWS,T06,,B2,2015/08/04 00:00:00,2015,summer,0,18,0,0,0,0,0
aug2015_T6_B3_CSI,USFWS,T06,,B3,2015/08/04 00:00:00,2015,summer,1,11,5,0,2,0,0
aug2015_T7_B1_CSI,USFWS,T07,,B1,2015/08/04 00:00:00,2015,summer,0,6,2,0,4,0,0
aug2015_T7_B2_CSI,USFWS,T07,,B2,2015/08/04 00:00:00,2015,summer,0,10,0,0,9,0,0
aug2015_T7_B3_CSI,USFWS,T07,,B3,2015/08/04 00:00:00,2015,summer,0,5,0,0,0,0,0
aug2015_T8_B1_CSI,USFWS,T08,,B1,2015/08/04 00:00:00,2015,summer,1,4,0,0,0,0,0
aug2015_T8_B2_CSI,USFWS,T08,,B2,2015/08/04 00:00:00,2015,summer,0,6,2,0,9,0,0
aug2015_T8_B3_CSI,USFWS,T08,,B3,2015/08/04 00:00:00,2015,summer,0,7,1,1,13,0,0
aug2015_T9_B1_CSI,USFWS,T09,,B1,2015/08/04 00:00:00,2015,summer,2,1,0,0,1,0,0
aug2015_T9_B2_CSI,USFWS,T09,,B2,2015/08/04 00:00:00,2015,summer,0,5,0,0,0,0,0
aug2015_T9_B3_CSI,USFWS,T09,,B3,2015/08/04 00:00:00,2015,summer,0,25,12,0,16,0,0
aug2015_T10_B1_CSI,USFWS,T10,,B1,2015/08/04 00:00:00,2015,summer,0,5,2,0,12,0,0
aug2015_T10_B2_CSI,USFWS,T10,,B2,2015/08/04 00:00:00,2015,summer,0,19,9,4,0,0,0
aug2015_T10_B3_CSI,USFWS,T10,,B3,2015/08/04 00:00:00,2015,summer,0,22,11,3,0,0,0
aug2015_T11_B1_CSI,USFWS,T11,,B1,2015/08/04 00:00:00,2015,summer,1,2,1,0,0,0,0
aug2015_T11_B2_CSI,USFWS,T11,,B2,2015/08/04 00:00:00,2015,summer,1,7,2,0,0,0,0
aug2015_T11_B3_CSI,USFWS,T11,,B3,2015/08/04 00:00:00,2015,summer,0,6,4,0,5,0,0
aug2015_T12_B1_CSI,USFWS,T12,,B1,2015/08/04 00:00:00,2015,summer,1,6,1,0,8,0,0
aug2015_T12_B2_CSI,USFWS,T12,,B2,2015/08/04 00:00:00,2015,summer,1,5,9,0,0,0,0
aug2015_T12_B3_CSI,USFWS,T12,,B3,2015/08/04 00:00:00,2015,summer,1,5,4,4,8,0,0
aug2015_T13_B1_CSI,USFWS,T13,,B1,2015/08/04 00:00:00,2015,summer,1,19,0,0,0,0,0
aug2015_T13_B2_CSI,USFWS,T13,,B2,2015/08/04 00:00:00,2015,summer,2,6,0,0,0,0,0
aug2015_T13_B3_CSI,USFWS,T13,,B3,2015/08/04 00:00:00,2015,summer,0,11,1,0,9,1,0
aug2015_T14_B1_CSI,USFWS,T14,,B1,2015/08/04 00:00:00,2015,summer,0,8,0,0,0,0,0
aug2015_T14_B2_CSI,USFWS,T14,,B2,2015/08/04 00:00:00,2015,summer,0,10,3,0,11,0,0
aug2015_T14_B3_CSI,USFWS,T14,,B3,2015/08/04 00:00:00,2015,summer,1,6,1,0,9,1,0
aug2015_T15_B1_CSI,USFWS,T15,,B1,2015/08/04 00:00:00,2015,summer,0,6,0,0,3,1,0
aug2015_T15_B2_CSI,USFWS,T15,,B2,2015/08/04 00:00:00,2015,summer,0,1,0,0,1,0,0
aug2015_T15_B3_CSI,USFWS,T15,,B3,2015/08/04 00:00:00,2015,summer,0,8,0,0,6,0,0
aug2015_T16_B1_CSI,USFWS,T16,,B1,2015/08/04 00:00:00,2015,summer,2,5,1,0,1,0,0
aug2015_T16_B2_CSI,USFWS,T16,,B2,2015/08/04 00:00:00,2015,summer,0,7,0,0,0,0,0
aug2015_T16_B3_CSI,USFWS,T16,,B3,2015/08/04 00:00:00,2015,summer,0,8,0,0,1,0,0
oct2015_C1_B2_CSI,CSI,C01,,B1,2015/10/20 00:00:00,2015,autumn,0,1,0,1,0,0,0
oct2015_C1_B3_CSI,CSI,C01,,B2,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
oct2015_C2_B1_CSI,CSI,C02,,B1,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
oct2015_C2_B2_CSI,CSI,C02,,B2,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
oct2015_C2_B3_CSI,CSI,C02,,B3,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
oct2015_C3_B1_CSI,CSI,C03,,B1,2015/10/20 00:00:00,2015,autumn,1,0,0,0,0,0,0
oct2015_C3_B2_CSI,CSI,C03,,B2,2015/10/20 00:00:00,2015,autumn,1,1,0,0,0,0,0
oct2015_C3_B3_CSI,CSI,C03,,B3,2015/10/20 00:00:00,2015,autumn,0,1,0,0,0,0,0
oct2015_C4_B1_CSI,CSI,C04,,B1,2015/10/20 00:00:00,2015,autumn,0,1,0,0,0,0,0
oct2015_C4_B2_CSI,CSI,C04,,B2,2015/10/20 00:00:00,2015,autumn,0,1,1,0,0,0,0
oct2015_C4_B3_CSI,CSI,C04,,B3,2015/10/20 00:00:00,2015,autumn,0,0,0,0,2,0,0
oct2015_C5_B1_CSI,CSI,C05,,B1,2015/10/20 00:00:00,2015,autumn,2,1,0,0,0,0,0
oct2015_C5_B2_CSI,CSI,C05,,B2,2015/10/20 00:00:00,2015,autumn,2,0,0,0,0,0,0
oct2015_C5_B3_CSI,CSI,C05,,B3,2015/10/20 00:00:00,2015,autumn,1,0,0,0,0,0,0
oct2015_C6_B1_CSI,CSI,C06,,B1,2015/10/20 00:00:00,2015,autumn,0,1,2,0,0,0,0
oct2015_C6_B2_CSI,CSI,C06,,B2,2015/10/20 00:00:00,2015,autumn,0,0,1,0,0,0,0
oct2015_C6_B3_CSI,CSI,C06,,B3,2015/10/20 00:00:00,2015,autumn,2,0,0,0,0,0,0
oct2015_C7_B1_CSI,CSI,C07,,B1,2015/10/20 00:00:00,2015,autumn,2,1,0,0,0,0,0
oct2015_C7_B2_CSI,CSI,C07,,B2,2015/10/20 00:00:00,2015,autumn,2,0,1,0,0,0,0
oct2015_C7_B3_CSI,CSI,C07,,B3,2015/10/20 00:00:00,2015,autumn,0,1,0,0,0,0,0
oct2015_C8_B1_CSI,CSI,C08,,B1,2015/10/20 00:00:00,2015,autumn,0,2,0,0,0,0,0
oct2015_C8_B2_CSI,CSI,C08,,B2,2015/10/20 00:00:00,2015,autumn,6,1,0,0,0,2,0
oct2015_C8_B3_CSI,CSI,C08,,B3,2015/10/20 00:00:00,2015,autumn,0,2,0,0,0,0,0
oct2015_C9_B1_CSI,CSI,C09,,B1,2015/10/20 00:00:00,2015,autumn,0,1,0,0,0,1,0
oct2015_C9_B2_CSI,CSI,C09,,B2,2015/10/20 00:00:00,2015,autumn,1,1,0,0,1,0,0
oct2015_C9_B3_CSI,CSI,C09,,B3,2015/10/20 00:00:00,2015,autumn,0,0,3,0,1,1,0
oct2015_C10_B1_CSI,CSI,C10,,B1,2015/10/20 00:00:00,2015,autumn,1,2,1,0,0,5,0
oct2015_C10_B2_CSI,CSI,C10,,B2,2015/10/20 00:00:00,2015,autumn,0,6,0,0,0,0,0
oct2015_C10_B3_CSI,CSI,C10,,B3,2015/10/20 00:00:00,2015,autumn,0,2,0,0,0,0,0
oct2015_C11_B1_CSI,CSI,C11,,B1,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,1,0
oct2015_C11_B2_CSI,CSI,C11,,B2,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,1,0
oct2015_C11_B3_CSI,CSI,C11,,B3,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
oct2015_T1_B1_CSI,CSI,T01,,B1,2015/10/20 00:00:00,2015,autumn,0,1,0,0,2,0,0
oct2015_T1_B2_CSI,CSI,T01,,B2,2015/10/20 00:00:00,2015,autumn,0,1,1,0,0,1,0
oct2015_T1_B3_CSI,CSI,T01,,B3,2015/10/20 00:00:00,2015,autumn,1,4,1,0,6,0,0
oct2015_T2_B1_CSI,CSI,T02,,B1,2015/10/20 00:00:00,2015,autumn,0,0,0,0,0,0,0
