transect_id,sheet_ID,sample_dat,area,year,season,latitude,longitude,transect_I,sample_ID,image_ID,light_dark,count,total_area,avg_size,percent_ar,mean
feb2017_T14C,feb2017_T14_S3_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S3,I2,L,200,18.954,0.095,9.667,255
feb2017_T14C,feb2017_T14_S3_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S3,I3,D,16,0.432,0.027,0.22,255
feb2017_T14C,feb2017_T14_S3_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S3,I3,L,266,25.691,0.097,13.103,255
feb2017_T14C,feb2017_T14_S4_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I1,D,11,0.415,0.038,0.212,255
feb2017_T14C,feb2017_T14_S4_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I1,L,195,16.973,0.087,8.656,255
feb2017_T14C,feb2017_T14_S4_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I2,D,32,0.624,0.02,0.318,255
feb2017_T14C,feb2017_T14_S4_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I2,L,260,20.864,0.08,10.641,255
feb2017_T14C,feb2017_T14_S4_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I3,D,18,0.395,0.022,0.201,255
feb2017_T14C,feb2017_T14_S4_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S4,I3,L,281,25.048,0.089,12.774,255
feb2017_T14C,feb2017_T14_S5_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I1,D,15,0.268,0.018,0.137,255
feb2017_T14C,feb2017_T14_S5_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I1,L,221,23.279,0.105,11.872,255
feb2017_T14C,feb2017_T14_S5_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I2,D,19,0.48,0.025,0.245,255
feb2017_T14C,feb2017_T14_S5_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I2,L,258,23.816,0.092,12.146,255
feb2017_T14C,feb2017_T14_S5_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I3,D,15,0.314,0.021,0.16,255
feb2017_T14C,feb2017_T14_S5_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.61038,-75.46577,T14,S5,I3,L,261,25.655,0.098,13.084,255
feb2017_T15C,feb2017_T15_S1_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I1,D,5,0.174,0.035,0.089,255
feb2017_T15C,feb2017_T15_S1_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I1,L,126,28.382,0.225,14.475,255
feb2017_T15C,feb2017_T15_S1_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I2,D,7,0.149,0.021,0.076,255
feb2017_T15C,feb2017_T15_S1_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I2,L,134,14.356,0.107,7.322,255
feb2017_T15C,feb2017_T15_S1_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I3,D,4,0.176,0.044,0.09,255
feb2017_T15C,feb2017_T15_S1_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S1,I3,L,103,13.112,0.127,6.687,255
feb2017_T15C,feb2017_T15_S2_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I1,D,2,0.027,0.013,0.014,255
feb2017_T15C,feb2017_T15_S2_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I1,L,106,14.786,0.139,7.541,255
feb2017_T15C,feb2017_T15_S2_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I2,D,3,0.057,0.019,0.029,255
feb2017_T15C,feb2017_T15_S2_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I2,L,118,16.024,0.136,8.173,255
feb2017_T15C,feb2017_T15_S2_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I3,D,8,0.313,0.039,0.16,255
feb2017_T15C,feb2017_T15_S2_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S2,I3,L,197,18.983,0.096,9.682,255
feb2017_T15C,feb2017_T15_S3_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I1,D,14,0.361,0.026,0.184,255
feb2017_T15C,feb2017_T15_S3_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I1,L,241,21.328,0.088,10.877,255
feb2017_T15C,feb2017_T15_S3_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I2,D,18,0.409,0.023,0.208,255
feb2017_T15C,feb2017_T15_S3_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I2,L,231,15.752,0.068,8.034,255
feb2017_T15C,feb2017_T15_S3_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I3,D,14,0.311,0.022,0.159,255
feb2017_T15C,feb2017_T15_S3_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S3,I3,L,244,28.744,0.118,14.66,255
feb2017_T15C,feb2017_T15_S4_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I1,D,19,0.467,0.025,0.238,255
feb2017_T15C,feb2017_T15_S4_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I1,L,177,16.486,0.093,8.408,255
feb2017_T15C,feb2017_T15_S4_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I2,D,20,0.394,0.02,0.201,255
feb2017_T15C,feb2017_T15_S4_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I2,L,252,22.563,0.09,11.507,255
feb2017_T15C,feb2017_T15_S4_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I3,D,19,0.57,0.03,0.291,255
feb2017_T15C,feb2017_T15_S4_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S4,I3,L,221,18.132,0.082,9.247,255
feb2017_T15C,feb2017_T15_S5_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I1,D,7,0.367,0.052,0.187,255
feb2017_T15C,feb2017_T15_S5_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I1,L,191,20.094,0.105,10.248,255
feb2017_T15C,feb2017_T15_S5_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I2,D,5,0.184,0.037,0.094,255
feb2017_T15C,feb2017_T15_S5_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I2,L,200,19.814,0.099,10.105,255
feb2017_T15C,feb2017_T15_S5_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I3,D,10,0.375,0.038,0.191,255
feb2017_T15C,feb2017_T15_S5_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60894,-75.46552,T15,S5,I3,L,218,22.094,0.101,11.268,255
feb2017_T16C,feb2017_T16_S1_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I1,D,4,0.071,0.018,0.036,255
feb2017_T16C,feb2017_T16_S1_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I1,L,146,12.692,0.087,6.473,255
feb2017_T16C,feb2017_T16_S1_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I2,D,9,0.178,0.02,0.091,255
feb2017_T16C,feb2017_T16_S1_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I2,L,170,14.888,0.088,7.593,255
feb2017_T16C,feb2017_T16_S1_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I3,D,7,0.384,0.055,0.196,255
feb2017_T16C,feb2017_T16_S1_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S1,I3,L,192,23.283,0.121,11.874,255
feb2017_T16C,feb2017_T16_S2_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I1,D,4,0.141,0.035,0.072,255
feb2017_T16C,feb2017_T16_S2_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I1,L,57,6.797,0.119,3.467,255
feb2017_T16C,feb2017_T16_S2_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I2,D,3,0.47,0.157,0.24,255
feb2017_T16C,feb2017_T16_S2_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I2,L,82,13.067,0.159,6.664,255
feb2017_T16C,feb2017_T16_S2_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I3,D,4,0.083,0.021,0.042,255
feb2017_T16C,feb2017_T16_S2_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S2,I3,L,71,8.412,0.118,4.29,255
feb2017_T16C,feb2017_T16_S3_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I1,D,15,0.376,0.025,0.192,255
feb2017_T16C,feb2017_T16_S3_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I1,L,174,16.394,0.094,8.361,255
feb2017_T16C,feb2017_T16_S3_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I2,D,9,0.389,0.043,0.198,255
feb2017_T16C,feb2017_T16_S3_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I2,L,170,15.142,0.089,7.722,255
feb2017_T16C,feb2017_T16_S3_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I3,D,14,0.351,0.025,0.179,255
feb2017_T16C,feb2017_T16_S3_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S3,I3,L,149,13.446,0.09,6.857,255
feb2017_T16C,feb2017_T16_S4_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I1,D,11,0.53,0.048,0.27,255
feb2017_T16C,feb2017_T16_S4_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I1,L,235,22.463,0.096,11.456,255
feb2017_T16C,feb2017_T16_S4_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I2,D,11,0.273,0.025,0.139,255
feb2017_T16C,feb2017_T16_S4_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I2,L,209,19.907,0.095,10.153,255
feb2017_T16C,feb2017_T16_S4_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I3,D,13,0.321,0.025,0.163,255
feb2017_T16C,feb2017_T16_S4_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S4,I3,L,229,20.893,0.091,10.656,255
feb2017_T16C,feb2017_T16_S5_I1_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I1,D,7,0.171,0.024,0.087,255
feb2017_T16C,feb2017_T16_S5_I1_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I1,L,67,8.29,0.124,4.228,255
feb2017_T16C,feb2017_T16_S5_I2_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I2,D,4,0.075,0.019,0.038,255
feb2017_T16C,feb2017_T16_S5_I2_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I2,L,150,34.775,0.232,17.736,255
feb2017_T16C,feb2017_T16_S5_I3_D,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I3,D,2,0.351,0.176,0.179,255
feb2017_T16C,feb2017_T16_S5_I3_L,2017/02/19 00:00:00,Treatment,2017,winter,35.60754,-75.46523,T16,S5,I3,L,112,17.942,0.16,9.151,255
apr2017_C01C,apr2017_C01_S1_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I1,D,13,0.358,0.028,0.183,255
apr2017_C01C,apr2017_C01_S1_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I1,L,171,72.28,0.423,36.863,255
apr2017_C01C,apr2017_C01_S1_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I2,D,10,0.339,0.034,0.173,255
apr2017_C01C,apr2017_C01_S1_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I2,L,171,58.61,0.343,29.891,255
apr2017_C01C,apr2017_C01_S1_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I3,D,6,0.135,0.023,0.069,255
apr2017_C01C,apr2017_C01_S1_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S1,I3,L,191,48.413,0.253,24.691,255
apr2017_C01C,apr2017_C01_S2_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I1,D,8,0.246,0.031,0.125,255
apr2017_C01C,apr2017_C01_S2_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I1,L,208,53.023,0.255,27.042,255
apr2017_C01C,apr2017_C01_S2_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I2,D,6,0.289,0.048,0.147,255
apr2017_C01C,apr2017_C01_S2_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I2,L,150,42.619,0.284,21.736,255
apr2017_C01C,apr2017_C01_S2_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I3,D,5,0.198,0.04,0.101,255
apr2017_C01C,apr2017_C01_S2_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S2,I3,L,142,40.131,0.283,20.467,255
apr2017_C01C,apr2017_C01_S3_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I1,D,14,0.447,0.032,0.228,255
apr2017_C01C,apr2017_C01_S3_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I1,L,218,51.568,0.237,26.3,255
apr2017_C01C,apr2017_C01_S3_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I2,D,4,0.145,0.036,0.074,255
apr2017_C01C,apr2017_C01_S3_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I2,L,223,38.689,0.173,19.732,255
apr2017_C01C,apr2017_C01_S3_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I3,D,9,0.226,0.025,0.115,255
apr2017_C01C,apr2017_C01_S3_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S3,I3,L,202,48.807,0.242,24.892,255
apr2017_C01C,apr2017_C01_S4_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I1,D,16,0.42,0.026,0.214,255
apr2017_C01C,apr2017_C01_S4_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I1,L,181,30.572,0.169,15.592,255
apr2017_C01C,apr2017_C01_S4_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I2,D,22,0.57,0.026,0.291,255
apr2017_C01C,apr2017_C01_S4_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I2,L,233,37.244,0.16,18.995,255
apr2017_C01C,apr2017_C01_S4_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I3,D,9,0.745,0.083,0.38,255
apr2017_C01C,apr2017_C01_S4_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S4,I3,L,226,59.778,0.265,30.487,255
apr2017_C01C,apr2017_C01_S5_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I1,D,19,0.68,0.036,0.347,255
apr2017_C01C,apr2017_C01_S5_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I1,L,210,39.166,0.187,19.975,255
apr2017_C01C,apr2017_C01_S5_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I2,D,22,0.665,0.03,0.339,255
apr2017_C01C,apr2017_C01_S5_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I2,L,214,40.732,0.19,20.774,255
apr2017_C01C,apr2017_C01_S5_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I3,D,20,0.495,0.025,0.252,255
apr2017_C01C,apr2017_C01_S5_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63612,-75.46992,C01,S5,I3,L,192,41.781,0.218,21.309,255
apr2017_C02C,apr2017_C02_S1_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I1,D,3,0.05,0.017,0.025,255
apr2017_C02C,apr2017_C02_S1_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I1,L,155,54.067,0.349,27.574,255
apr2017_C02C,apr2017_C02_S1_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I2,D,9,0.245,0.027,0.125,255
apr2017_C02C,apr2017_C02_S1_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I2,L,221,55.4,0.251,28.254,255
apr2017_C02C,apr2017_C02_S1_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I3,D,3,0.068,0.023,0.035,255
apr2017_C02C,apr2017_C02_S1_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S1,I3,L,105,43.422,0.414,22.145,255
apr2017_C02C,apr2017_C02_S2_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I1,D,11,0.509,0.046,0.26,255
apr2017_C02C,apr2017_C02_S2_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I1,L,133,77.727,0.584,39.641,255
apr2017_C02C,apr2017_C02_S2_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I2,D,8,0.334,0.042,0.171,255
apr2017_C02C,apr2017_C02_S2_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I2,L,179,49.401,0.276,25.195,255
apr2017_C02C,apr2017_C02_S2_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I3,D,4,0.267,0.067,0.136,255
apr2017_C02C,apr2017_C02_S2_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S2,I3,L,155,50.703,0.327,25.859,255
apr2017_C02C,apr2017_C02_S3_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I1,D,10,0.23,0.023,0.117,255
apr2017_C02C,apr2017_C02_S3_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I1,L,158,41.439,0.262,21.134,255
apr2017_C02C,apr2017_C02_S3_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I2,D,6,0.212,0.035,0.108,255
apr2017_C02C,apr2017_C02_S3_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I2,L,225,39.24,0.174,20.012,255
apr2017_C02C,apr2017_C02_S3_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I3,D,8,0.268,0.034,0.137,255
apr2017_C02C,apr2017_C02_S3_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S3,I3,L,165,35.214,0.213,17.959,255
apr2017_C02C,apr2017_C02_S4_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I1,D,13,0.692,0.053,0.353,255
apr2017_C02C,apr2017_C02_S4_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I1,L,241,51.71,0.215,26.372,255
apr2017_C02C,apr2017_C02_S4_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I2,D,16,0.334,0.021,0.17,255
apr2017_C02C,apr2017_C02_S4_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I2,L,217,44.883,0.207,22.891,255
apr2017_C02C,apr2017_C02_S4_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I3,D,8,0.251,0.031,0.128,255
apr2017_C02C,apr2017_C02_S4_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S4,I3,L,266,43.421,0.163,22.145,255
apr2017_C02C,apr2017_C02_S5_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I1,D,14,0.291,0.021,0.148,255
apr2017_C02C,apr2017_C02_S5_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I1,L,187,71.324,0.381,36.375,255
apr2017_C02C,apr2017_C02_S5_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I2,D,10,0.393,0.039,0.2,255
apr2017_C02C,apr2017_C02_S5_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I2,L,188,39.712,0.211,20.254,255
apr2017_C02C,apr2017_C02_S5_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I3,D,12,0.183,0.015,0.093,255
apr2017_C02C,apr2017_C02_S5_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.63762,-75.4701,C02,S5,I3,L,186,39.09,0.21,19.936,255
apr2017_C03C,apr2017_C03_S1_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I1,D,8,0.654,0.082,0.334,255
apr2017_C03C,apr2017_C03_S1_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I1,L,79,52.417,0.664,26.733,255
apr2017_C03C,apr2017_C03_S1_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I2,D,0,0,<null>,0,<null>
apr2017_C03C,apr2017_C03_S1_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I2,L,75,48.948,0.653,24.964,255
apr2017_C03C,apr2017_C03_S1_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I3,D,3,0.583,0.194,0.297,255
apr2017_C03C,apr2017_C03_S1_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S1,I3,L,87,81.616,0.938,41.625,255
apr2017_C03C,apr2017_C03_S2_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I1,D,3,0.133,0.044,0.068,255
apr2017_C03C,apr2017_C03_S2_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I1,L,155,50.052,0.323,25.527,255
apr2017_C03C,apr2017_C03_S2_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I2,D,1,0.028,0.028,0.015,255
apr2017_C03C,apr2017_C03_S2_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I2,L,103,36.891,0.358,18.815,255
apr2017_C03C,apr2017_C03_S2_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I3,D,4,0.24,0.06,0.122,255
apr2017_C03C,apr2017_C03_S2_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S2,I3,L,104,46.209,0.444,23.567,255
apr2017_C03C,apr2017_C03_S3_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I1,D,7,0.147,0.021,0.075,255
apr2017_C03C,apr2017_C03_S3_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I1,L,194,52.325,0.27,26.686,255
apr2017_C03C,apr2017_C03_S3_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I2,D,7,0.331,0.047,0.169,255
apr2017_C03C,apr2017_C03_S3_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I2,L,176,31.391,0.178,16.009,255
apr2017_C03C,apr2017_C03_S3_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I3,D,8,0.5,0.063,0.255,255
apr2017_C03C,apr2017_C03_S3_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S3,I3,L,163,58.583,0.359,29.878,255
apr2017_C03C,apr2017_C03_S4_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I1,D,34,0.721,0.021,0.368,255
apr2017_C03C,apr2017_C03_S4_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I1,L,264,77.385,0.293,39.467,255
apr2017_C03C,apr2017_C03_S4_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I2,D,21,0.63,0.03,0.321,255
apr2017_C03C,apr2017_C03_S4_I2_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I2,L,215,35.484,0.165,18.097,255
apr2017_C03C,apr2017_C03_S4_I3_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I3,D,29,0.928,0.032,0.473,255
apr2017_C03C,apr2017_C03_S4_I3_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S4,I3,L,251,69.367,0.276,35.378,255
apr2017_C03C,apr2017_C03_S5_I1_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S5,I1,D,10,0.23,0.023,0.117,255
apr2017_C03C,apr2017_C03_S5_I1_L,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S5,I1,L,217,46.508,0.214,23.719,255
apr2017_C03C,apr2017_C03_S5_I2_D,2017/04/27 00:00:00,Control,2017,spring,35.639,-75.47036,C03,S5,I2,D,9,0.407,0.045,0.208,255
